phase angle (phi_L),reduced frequency f*,<thrust>,"<power,input>",efficiency,<|LES|>,Strouhal Number (St)
5.140787978601479,0.2,0.20769025327894064,0.4364209932300872,0.4758942775455429,0.7682181688292206,0.07735987755982988
5.711986642890533,0.2,0.2208354623095723,0.3227225339329653,0.6842889451142058,0.7139524584917013,0.07735987755982988
6.283185307179586,0.2,0.19727196264138147,0.2241232244469173,0.8801942017753924,0.6405386624270988,0.07735987755982988
0.0,0.4,0.7123513725120968,0.8886882547986353,0.801576220531356,0.9186732756666107,0.15471975511965977
0.5711986642890533,0.4,0.6728536844482887,0.5624811327306253,1.1962244514439944,0.8298403899381854,0.15471975511965977
1.1423973285781066,0.4,0.5418794587138297,0.22083457267350867,2.4537800044333076,0.7003485607847821,0.15471975511965977
1.7135959928671598,0.4,0.4047420793376117,0.25203041829104345,1.6059255151900658,0.6584632019945352,0.15471975511965977
2.284794657156213,0.4,0.2998476038744061,0.33399273615583364,0.8977668416552145,0.709511541344723,0.15471975511965977
2.8559933214452666,0.4,0.19803407626390981,0.8414235186493495,0.2353560031003097,0.8252115283207501,0.15471975511965977
3.4271919857343196,0.4,0.23873427863885596,1.35771894033816,0.17583482968823846,0.9465418581370011,0.15471975511965977
3.998390650023373,0.4,0.33728876459460455,1.6629758246423545,0.20282241004143464,1.0267405420204176,0.15471975511965977
4.569589314312426,0.4,0.5197214172800164,1.778309597216488,0.2922558693342904,1.0617743126340722,0.15471975511965977
5.140787978601479,0.4,0.6479477718538107,1.4424576281620358,0.44919709196548036,1.0326344870840964,0.15471975511965977
5.711986642890533,0.4,0.7075042463635489,1.1954224351281373,0.5918445442992808,0.9871539052169261,0.15471975511965977
6.283185307179586,0.4,0.7123654876052036,0.8886796282695728,0.8015998847552226,0.9186728665198353,0.15471975511965977
0.0,0.6000000000000001,1.5051125121470772,2.2462059770336142,0.6700687860045497,1.181591724532336,0.23207963267948967
0.5711986642890533,0.6000000000000001,1.4862682178478308,1.6171479576209122,0.9190675539883024,1.095512056256917,0.23207963267948967
1.1423973285781066,0.6000000000000001,1.436233067281969,0.5767060188655001,2.4904076258946217,0.9714189784829044,0.23207963267948967
1.7135959928671598,0.6000000000000001,1.312171376625874,-0.24464319451206606,-5.363612829054831,0.8876356300437592,0.23207963267948967
2.284794657156213,0.6000000000000001,0.9085971984230706,0.5609125614723569,1.6198553229723818,0.9111267513009094,0.23207963267948967
2.8559933214452666,0.6000000000000001,0.6267059481381774,1.177870193525139,0.5320670746091019,1.0258181494007896,0.23207963267948967
3.4271919857343196,0.6000000000000001,0.6393118480943956,2.8428048818060114,0.22488769883082718,1.2015460056707643,0.23207963267948967
3.998390650023373,0.6000000000000001,0.8190311842551523,4.027086430370595,0.2033805825666822,1.3374282916231084,0.23207963267948967
4.569589314312426,0.6000000000000001,1.1534494552866823,3.82964445189123,0.3011896978365872,1.3654840764182024,0.23207963267948967
5.140787978601479,0.6000000000000001,1.3837932489507692,3.3615328930841337,0.41165542416607703,1.3223122760083772,0.23207963267948967
5.711986642890533,0.6000000000000001,1.5060911920414293,2.79515236693923,0.5388225736297307,1.2587016073726194,0.23207963267948967
6.283185307179586,0.6000000000000001,1.5051125127678755,2.246205978664713,0.6700687857943507,1.1815917245315875,0.23207963267948967
